Question,Answer1,Answer2,Answer3,Answer4,Correct Answer
具備下列何項資格可為推薦股票上櫃之證券商？,具承銷商和櫃檯買賣經紀商資格,具自營商和櫃檯買賣經紀商資格,具經紀商和櫃檯買賣經紀商資格,具證券承銷商及櫃檯買賣自營商資格,4
初次上市之有價證券競價買賣，為計算升降幅度之參考基準，係按上市前之何種價格?,帳面價格,公開銷售價格,申報買賣價格,成交加權平均價格,2
初次上市之有價證券競價買賣，為計算升降幅度之參考基準，係按上市前之何種價格?,帳面價格,公開銷售價格,申報買賣價格,成交加權平均價格,2
初次申請股票上市之發行公司，其有價證券上市契約生效後，在下列何項期限內未完成公開銷售者，證券交易所得註銷該上市案：,一個月,二個月,三個月,六個月,3
初次申請股票上市之發行公司，所應提交集中保管股票之總計比率，在已發行股份總額三千萬股以下者，應提交股份總額百分之多少？,0.05,0.15,0.25,0.5,3
初次申請股票上市之發行公司，所應提交集中保管股票之總計比率，在已發行股份總額三千萬股以下者，應提交股份總額百分之多少？,0.1,0.2,0.25,0.3,3
初次申請股票上市公司之財務報告，其簽證會計師有何特殊規定？,國內公司申請上市，其財務報告需經聯合會計師事務所之會計師二人以上共同查核簽證或核閱。,國內公司申請上市，其財務報告需經聯合會計師事務所之會計師一人以上共同查核簽證或核閱。,國內公司申請上市，其財務報告無需經聯合會計師事務所之會計師共同查核簽證或核閱。,國內公司申請上市無須出具財務報告。,1
券商經營涉有外匯業務之衍生性金融商品交易業務時，應就涉及資金匯出入部分向何機關申請許可？,金融監督管理委員會,中央銀行,經濟部,財政部,2
取得轉投資事業所配發之股票股利時，應如何列帳？,按面額入帳,按市價入帳,按平均成本入帳,不入帳，僅註記股數增加,4
受公開發行公司委託代辦股務之機構，其主管至少一人須有幾年以上之股務作業實務經驗？,二年,三年,五年,七年,3
受公開發行公司委託代辦股務之機構，其主管至少一人須有幾年以上之股務作業實務經驗?,二年,三年,五年,七年,3
受公開發行公司委託代辦股務之機構，其主管至少一人須有幾年以上之股務作業實務經驗？,二年,三年,五年,七年,3
受客戶委託應先收足款項方予買進的證券是：,上市股票,上櫃股票,管理股票,公司債,3
受託契約經解除或終止後，委託人連續幾年以上無交易紀錄，且集保存摺無餘額者，其受託契約經終止後，證券商相關資料保存期間得予縮短?,1年,3年,5年,10年,3
和仁公司109年底盤點存貨時，並未將新城公司寄銷的商品列入盤點，則下列何者正確？,銷貨成本將低估,進貨成本將低估,銷貨毛利將低估,銷貨成本仍為正確,4
和平公司的存貨平均銷售期間為30天，應收帳款平均收帳期間為16天，應付帳款週轉天數為22天，則和平公司的營業循環為幾天？,68天,46天,42天,40天,2
固定收益證券承諾：,定期支付固定利息,對公司有選舉權,保證價格上漲,配發股利,1
委託人未依規定交付融資自備款或融券保證金者，證券商之下列處理方式何者正確？,證券商應立即註銷委託買賣帳戶,證券商應立即終止委託買賣證券受託契約,代辦交割手續,非屬違約情事之一，暫不必向臺灣證券交易所申報違約,3
委託人申請以現券償還融券者，證券商應將其融券賣出價款及融券保證金在次幾營業日前交付委託人？,一個營業日,二個營業日,三個營業日,四個營業日,2
委託人申請開立信用帳戶所提出之財產證明所有人，不得為下列何者？,配偶,父母、成年子女,無連帶保證關係之朋友,本人,3
委託人申請開立信用帳戶訂定融資融券契約，除期滿辦理續約者外，應開立受託買賣帳戶滿幾個月才可申請開立信用帳戶？,1個月,2個月,3個月,6個月,3
委託人申請開立信用帳戶訂定融資融券契約，除期滿辦理續約者外，應開立受託買賣帳戶滿幾個月才可申請開立信用帳戶？,一個月,二個月,三個月,六個月,3
委託人委託證券經紀商買賣有價證券之委託方式為：,當面委託,電報或書信,電子式交易型態,其他3個選項皆是,4
委託人委託證券經紀商買賣有價證券之委託方式為：,當面委託,電報或書信,電話,其他3個選項皆是,4
委託人抵繳證券有瑕疵，經受託人公司通知調換送達後，幾個營業日內更換之？,二個,三個,四個,五個,2
委託人於信用帳戶申請書上所載之本人、身分證統一編號或通訊處，如有變更應即以書面通知證券商；未做通知者，證券商得如何處置？,要求立即結清帳戶餘額,暫停其融資融券交易,直接處分客戶帳上擔保品,寄發存證信函警告,2
委託人信用帳戶之整戶擔保維持率低於多少時，證券商應即通知委託人就各該筆不足擔保維持率之融資融券，於通知送達之日起二個營業日內補繳融資自備款或融券保證金差額？,1.1,1.2,1.3,1.6,3
委託人信用帳戶之整戶擔保維持率低於百分之一百三十者，證券商應即通知委託人補繳差額，委託人應於通知送達之日起幾日內補繳融資自備款或融券保證金差額?,一日,二日,三日,四日,2
委託人信用帳戶之整戶擔保維持率低於規定比率者，委託人應於授信單位通知補繳差額送達之日起至遲幾個營業日內補繳之？,一個,二個,三個,四個,2
委託人為自然人向證券商申請開立信用帳戶時，下列何者錯誤？,提示所得及財產證明與交易紀錄,提示國民身分證正本,簽具信用帳戶申請書及融資融券契約,簽具概括授權委託書,4
委託人提供抵繳之有價證券，如發現有瑕疵或有法律上之爭議，應於證券金融公司通知送達之幾個營業日內，以現金或得予抵繳證券調換？,七個營業日,三個營業日,四個營業日,五個營業日,2
委託人買賣下列受益憑證時，哪些應簽具風險預告書，證券商始得接受其委託？　甲、指數股票型期貨信託基金受益憑證；乙、槓桿反向指數股票型證券投資信託基金受益憑證；丙、以外幣買賣之指數股票型基金受益憑證,僅甲、乙,僅乙、丙,僅甲、丙,甲、乙、丙,4
委託人買賣下列受益憑證時，哪些應簽具風險預告書，證券商始得接受其委託？　甲、指數股票型期貨信託基金受益憑證；乙、槓桿反向指數股票型證券投資信託基金受益憑證；丙、以外幣買賣之指數股票型基金受益憑證,僅甲、乙,僅乙、丙,僅甲、丙,甲、乙、丙皆是,4
委託人買賣下列受益憑證時，哪些應簽具風險預告書，證券商始得接受其委託？甲、指數股票型期貨信託基金受益憑證；乙、槓桿反向指數股票型證券投資信託基金受益憑證；丙、以外幣買賣之指數股票型基金受益憑證,甲、乙,乙、丙,甲、丙,甲、乙、丙,4
委託人整戶擔保品中，如因其自行處理部分擔保品，使其整戶維持率低於130%時，證券金融公司應如何處置？,應依擔保維持率之規定辦理追繳,應暫停委託人之融資融券交易,應即處分委託人之擔保品,應留置其應付款券，使擔保率維持在130%以上,4
委託人整戶擔保品中，如因其自行處理部分擔保品，使其整戶維持率低於百分之一百三十時，證券金融公司應如何處置？,應依擔保維持率之規定辦理追繳,應暫停委託人之融資融券交易,應即處分委託人之擔保品,應留置其應付款券，使擔保率維持在百分之一百三十以上,4
委託人融資期限屆滿未清償，經證券商處分擔保品後，自逾期之日起，至清償日止，按核定利率之多少比率加收融資違約金？,0.05,0.1,0.15,0.2,2
